,Team,NOC
112993,Romania,ROU
112994,Romania,ROU
112995,Romania,ROU
112996,Romania,ROU
112997,Romania,ROU
112998,Romania,ROU
112999,Romania,ROU
113000,Romania,ROU
113001,Romania,ROU
113002,Romania,ROU
113003,Romania,ROU
113004,Romania,ROU
113005,Romania,ROU
113006,Greece,GRE
113007,Greece,GRE
113008,Greece,GRE
113009,Greece,GRE
113010,Greece,GRE
113011,Greece,GRE
113012,Armenia,ARM
113013,Armenia,ARM
113014,France,FRA
113015,Canada,CAN
113016,Lithuania,LTU
113017,Moldova,MDA
113018,Moldova,MDA
113019,Moldova,MDA
113020,Moldova,MDA
113021,Moldova,MDA
113022,Moldova,MDA
113023,Moldova,MDA
113024,Italy,ITA
113025,Germany-2,GER
113026,Hungary,HUN
113027,Hungary,HUN
113028,United States,USA
113029,United States,USA
113030,Slovenia,SLO
113031,Slovenia,SLO
113032,Italy,ITA
113033,Italy,ITA
113034,Georgia,GEO
113035,Chile,CHI
113036,Chile,CHI
113037,Chile,CHI
113038,Ecuador,ECU
113039,Ecuador,ECU
113040,Austria,AUT
113041,Austria,AUT
113042,Slovenia,SLO
113043,Slovenia,SLO
113044,Slovenia,SLO
113045,Australia,AUS
113046,Switzerland,SUI
113047,Switzerland,SUI
113048,Switzerland,SUI
113049,Switzerland,SUI
113050,France,FRA
113051,France,FRA
113052,United States,USA
113053,Georgia,GEO
113054,Latvia,LAT
113055,West Germany,FRG
113056,Brazil,BRA
113057,Brazil,BRA
113058,Italy,ITA
113059,Italy,ITA
113060,Italy,ITA
113061,Italy,ITA
113062,Spain,ESP
113063,Spain,ESP
113064,Spain,ESP
113065,Brazil-2,BRA
113066,Spain,ESP
113067,Spain,ESP
113068,Spain,ESP
113069,Individual Olympic Athletes,IOA
113070,South Sudan,SSD
113071,Italy,ITA
113072,Argentina,ARG
113073,Argentina,ARG
113074,Argentina,ARG
113075,Italy,ITA
113076,Italy,ITA
113077,Italy,ITA
113078,Italy,ITA
113079,Brazil,BRA
113080,Brazil,BRA
113081,Brazil,BRA
113082,Brazil,BRA
113083,Brazil,BRA
113084,Brazil,BRA
113085,Brazil,BRA
113086,Netherlands,NED
113087,Philippines,PHI
113088,Philippines,PHI
113089,Australia,AUS
113090,France,FRA
113091,Croatia,CRO
113092,Slovenia,SLO
113093,Slovenia,SLO
113094,Slovenia,SLO
113095,Slovenia,SLO
113096,Slovenia,SLO
113097,Slovenia,SLO
113098,Slovenia,SLO
113099,Slovenia,SLO
113100,Slovenia,SLO
113101,Slovenia,SLO
113102,Slovenia,SLO
113103,Slovenia,SLO
113104,Slovenia,SLO
113105,Slovenia,SLO
113106,Slovenia,SLO
113107,Slovenia,SLO
113108,Croatia,CRO
113109,Croatia,CRO
113110,Croatia,CRO
113111,Argentina,ARG
113112,United States,USA
113113,Seychelles,SEY
113114,Seychelles,SEY
113115,Seychelles,SEY
113116,Seychelles,SEY
113117,France,FRA
113118,Seychelles,SEY
113119,France,FRA
113120,France,FRA
113121,France,FRA
113122,France,FRA
113123,France,FRA
113124,France,FRA
113125,France,FRA
113126,Belgium,BEL
113127,Belgium,BEL
113128,Belgium,BEL
113129,Belgium,BEL
113130,Switzerland,SUI
113131,Italy,ITA
113132,Croatia,CRO
113133,Austria,AUT
113134,Austria,AUT
113135,Austria,AUT
113136,Mali,MLI
113137,Finland,FIN
113138,Finland,FIN
113139,Finland,FIN
113140,Finland,FIN
113141,Finland,FIN
113142,Finland,FIN
113143,Individual Olympic Athletes,IOA
113144,Individual Olympic Athletes,IOA
113145,Argentina,ARG
113146,Spain-1,ESP
113147,Spain,ESP
113148,Spain,ESP
113149,Romania,ROU
113150,Romania,ROU
113151,Romania,ROU
113152,Romania,ROU
113153,Romania,ROU
113154,Romania,ROU
113155,Romania,ROU
113156,Italy,ITA
113157,Costa Rica,CRC
113158,Spain,ESP
113159,Spain,ESP
113160,Spain,ESP
113161,Spain,ESP
113162,Spain,ESP
113163,Spain,ESP
113164,Costa Rica,CRC
113165,Cuba,CUB
113166,Cuba,CUB
113167,Italy,ITA
113168,Italy,ITA
113169,Italy,ITA
113170,Italy,ITA
113171,Italy,ITA
113172,Italy,ITA
113173,Italy,ITA
113174,Italy,ITA
113175,Italy,ITA
113176,Italy,ITA
113177,Canada,CAN
113178,Spain,ESP
113179,Spain,ESP
113180,Colombia,COL
113181,Colombia,COL
113182,Andorra,AND
113183,Andorra,AND
113184,France,FRA
113185,Spain,ESP
113186,Spain,ESP
113187,Bulgaria,BUL
113188,Bulgaria,BUL
113189,Bulgaria,BUL
113190,Slovakia,SVK
113191,Spain,ESP
113192,Canada-2,CAN
113193,Canada-2,CAN
113194,Croatia,CRO
113195,Croatia,CRO
113196,Croatia,CRO
113197,Soviet Union,URS
113198,Romania,ROU
113199,Romania,ROU
113200,Romania,ROU
113201,Romania,ROU
113202,Romania,ROU
113203,Romania,ROU
113204,Romania,ROU
113205,Romania,ROU
113206,Romania,ROU
113207,Romania,ROU
113208,Indonesia,INA
113209,Brazil,BRA
113210,Portugal,POR
113211,Portugal,POR
113212,Portugal,POR
113213,Portugal,POR
113214,Brazil,BRA
113215,Brazil,BRA
113216,Brazil,BRA
113217,Russia-2,RUS
113218,Russia-1,RUS
113219,Unified Team,EUN
113220,Unified Team,EUN
113221,Moldova,MDA
113222,Moldova,MDA
113223,Moldova,MDA
113224,Yugoslavia,YUG
113225,Yugoslavia,YUG
113226,Serbia and Montenegro,SCG
113227,New Zealand,NZL
113228,New Zealand,NZL
113229,Paraguay,PAR
113230,France,FRA
113231,Italy,ITA
113232,Italy,ITA
113233,Argentina,ARG
113234,Italy,ITA
113235,United States,USA
113236,United States,USA
113237,United States,USA
113238,United States,USA
113239,Argentina,ARG
113240,Argentina,ARG
113241,Bulgaria,BUL
113242,Bulgaria,BUL
113243,Bulgaria,BUL
113244,Bulgaria,BUL
113245,Bulgaria,BUL
113246,Bulgaria,BUL
113247,Bulgaria,BUL
113248,Australia,AUS
113249,Australia,AUS
113250,Australia,AUS
113251,Bulgaria,BUL
113252,Bulgaria,BUL
113253,Bulgaria,BUL
113254,Bulgaria,BUL
113255,Bulgaria,BUL
113256,Bulgaria,BUL
113257,Bulgaria,BUL
113258,Bulgaria,BUL
113259,Macedonia,MKD
113260,Bulgaria,BUL
113261,Bulgaria,BUL
113262,Bulgaria,BUL
113263,Bulgaria,BUL
113264,Bulgaria,BUL
113265,Bulgaria,BUL
113266,Bulgaria,BUL
113267,Bulgaria,BUL
113268,Bulgaria,BUL
113269,Croatia,CRO
113270,Croatia,CRO
113271,Croatia,CRO
113272,Croatia,CRO
113273,Croatia,CRO
113274,Croatia,CRO
113275,Brazil,BRA
113276,Brazil,BRA
113277,Brazil,BRA
113278,Portugal,POR
113279,France,FRA
113280,United States,USA
113281,Belgium,BEL
113282,Brazil,BRA
113283,France,FRA
113284,Indonesia-2,INA
113285,Indonesia-2,INA
113286,Indonesia,INA
113287,Indonesia,INA
113288,Kenya,KEN
113289,Kenya,KEN
113290,Germany,GER
113291,Romania,ROU
113292,Romania,ROU
113293,Finland,FIN
113294,Finland,FIN
113295,Finland,FIN
113296,Finland,FIN
113297,Serbia,SRB
113298,Serbia,SRB
113299,Morocco,MAR
113300,Morocco,MAR
113301,Australia,AUS
113302,Australia,AUS
113303,Australia,AUS
113304,Australia,AUS
113305,Australia,AUS
113306,Australia,AUS
113307,Australia,AUS
113308,Australia,AUS
113309,Australia,AUS
113310,Australia,AUS
113311,Trinidad and Tobago,TTO
113312,Trinidad and Tobago,TTO
113313,Greece,GRE
113314,Soviet Union,URS
113315,Soviet Union,URS
113316,Soviet Union,URS
113317,Soviet Union,URS
113318,Soviet Union,URS
113319,Soviet Union,URS
113320,Soviet Union,URS
113321,Soviet Union,URS
113322,Soviet Union,URS
113323,Soviet Union,URS
113324,Soviet Union,URS
113325,Soviet Union,URS
113326,Soviet Union,URS
113327,Soviet Union,URS
113328,Soviet Union,URS
113329,Soviet Union,URS
113330,Soviet Union,URS
113331,Norway,NOR
113332,Norway,NOR
113333,Norway,NOR
113334,Norway,NOR
113335,Norway,NOR
113336,Norway,NOR
113337,Lithuania,LTU
113338,Switzerland,SUI
113339,Slovenia,SLO
113340,Poland,POL
113341,Poland,POL
113342,Soviet Union,URS
113343,Soviet Union,URS
113344,Soviet Union,URS
113345,Finland,FIN
113346,Finland,FIN
113347,Finland,FIN
113348,Finland,FIN
113349,Finland,FIN
113350,Finland,FIN
113351,Sweden,SWE
113352,Sweden,SWE
113353,Sweden,SWE
113354,Sweden,SWE
113355,Poland,POL
113356,Poland,POL
113357,Hungary,HUN
113358,Hungary,HUN
113359,Hungary,HUN
113360,Hungary,HUN
113361,Armenia,ARM
113362,Greece,GRE
113363,Cyprus,CYP
113364,Cyprus,CYP
113365,Cyprus,CYP
113366,Cyprus,CYP
113367,Cyprus,CYP
113368,Cyprus,CYP
113369,Cyprus,CYP
113370,Russia,RUS
113371,Russia,RUS
113372,Russia,RUS
113373,Russia,RUS
113374,Russia,RUS
113375,Russia,RUS
113376,Russia,RUS
113377,Russia,RUS
113378,Russia,RUS
113379,Russia,RUS
113380,Russia,RUS
113381,Russia,RUS
113382,Russia,RUS
113383,Russia,RUS
113384,Russia,RUS
113385,Russia,RUS
113386,Bulgaria,BUL
113387,Russia,RUS
113388,Russia,RUS
113389,Belarus,BLR
113390,Australia,AUS
113391,Australia,AUS
113392,Bulgaria,BUL
113393,Bulgaria,BUL
113394,Russia,RUS
113395,Bulgaria,BUL
113396,Bulgaria,BUL
113397,Russia,RUS
113398,Russia,RUS
113399,Russia,RUS
113400,Bulgaria,BUL
113401,Bulgaria,BUL
113402,Bulgaria,BUL
113403,Russia,RUS
113404,Bulgaria,BUL
113405,Czechoslovakia,TCH
113406,Czechoslovakia,TCH
113407,Serbia,SRB
113408,Yugoslavia,YUG
113409,Serbia and Montenegro,SCG
113410,Yugoslavia,YUG
113411,Yugoslavia,YUG
113412,Croatia,CRO
113413,Serbia,SRB
113414,Serbia and Montenegro,SCG
113415,Serbia and Montenegro,SCG
113416,Serbia and Montenegro,SCG
113417,Serbia and Montenegro,SCG
113418,Serbia,SRB
113419,Qatar,QAT
113420,Serbia,SRB
113421,Kazakhstan,KAZ
113422,Hungary,HUN
113423,Hungary,HUN
113424,Hungary,HUN
113425,Hungary,HUN
113426,Hungary,HUN
113427,Macedonia,MKD
113428,Macedonia,MKD
113429,Soviet Union,URS
113430,Soviet Union,URS
113431,Jamaica,JAM
113432,Jamaica,JAM
113433,Jamaica,JAM
113434,Jamaica,JAM
113435,New Zealand,NZL
113436,New Zealand,NZL
113437,United States,USA
113438,Canada,CAN
113439,Sweden,SWE
113440,Sweden,SWE
113441,Sweden,SWE
113442,Austria,AUT
113443,Albania,ALB
113444,Albania,ALB
113445,Yugoslavia,YUG
113446,Yugoslavia,YUG
113447,Yugoslavia,YUG
113448,Yugoslavia,YUG
113449,Yugoslavia,YUG
113450,Yugoslavia,YUG
113451,Yugoslavia,YUG
113452,Yugoslavia,YUG
113453,Hungary,HUN
113454,Ukraine,UKR
113455,Yugoslavia,YUG
113456,Denmark,DEN
113457,Denmark,DEN
113458,Denmark,DEN
113459,Chok,DEN
113460,Denmark,DEN
113461,Denmark,DEN
113462,Denmark,DEN
113463,Iceland,ISL
113464,Iceland,ISL
113465,Estonia,EST
113466,Estonia,EST
113467,Estonia,EST
113468,Estonia,EST
113469,Estonia,EST
113470,Estonia,EST
113471,Netherlands,NED
113472,Netherlands,NED
113473,West Germany,FRG
113474,Canada,CAN
113475,Canada,CAN
113476,Canada,CAN
113477,Canada,CAN
113478,Canada,CAN
113479,Great Britain,GBR
113480,Great Britain,GBR
113481,United States,USA
113482,United States,USA
113483,United States,USA
113484,United States,USA
113485,United States,USA
113486,United States,USA
113487,United States,USA
113488,Greece,GRE
113489,Greece,GRE
113490,Mexico,MEX
113491,Mexico,MEX
113492,Mexico,MEX
113493,Mexico,MEX
113494,Mexico,MEX
113495,Mexico,MEX
113496,Mexico,MEX
113497,Mexico,MEX
113498,Mexico,MEX
113499,Mexico,MEX
113500,Sweden,SWE
113501,Sweden,SWE
113502,Italy,ITA
113503,France,FRA
113504,France,FRA
113505,France,FRA
113506,Tunisia,TUN
113507,Tunisia,TUN
113508,Italy,ITA
113509,Italy,ITA
113510,Italy,ITA
113511,Yugoslavia,YUG
113512,Morocco,MAR
113513,United States,USA
113514,United States,USA
113515,Canada,CAN
113516,Romania,ROU
113517,Romania,ROU
113518,United States,USA
113519,United States,USA
113520,United States,USA
113521,United States,USA
113522,United States,USA
113523,Dominica,DMA
113524,Hungary,HUN
113525,Hungary,HUN
113526,Hungary,HUN
113527,Hungary,HUN
113528,Hungary,HUN
113529,Hungary,HUN
113530,Hungary,HUN
113531,Hungary,HUN
113532,Hungary,HUN
113533,Hungary,HUN
113534,Hungary,HUN
113535,Hungary,HUN
113536,Hungary,HUN
113537,Hungary,HUN
113538,Hungary,HUN
113539,Hungary,HUN
113540,Hungary,HUN
113541,Hungary,HUN
113542,Hungary,HUN
113543,Hungary,HUN
113544,Hungary,HUN
113545,Hungary,HUN
113546,Great Britain,GBR
113547,Hungary,HUN
113548,Spain,ESP
113549,Spain,ESP
113550,Spain,ESP
113551,Spain,ESP
113552,France,FRA
113553,Iran,IRI
113554,United States,USA
113555,Yugoslavia,YUG
113556,Croatia,CRO
113557,Yugoslavia,YUG
113558,Yugoslavia,YUG
113559,Yugoslavia,YUG
113560,Yugoslavia,YUG
113561,Belgium,BEL
113562,Germany,GER
113563,United States,USA
113564,Canada,CAN
113565,Canada,CAN
113566,Canada,CAN
113567,Canada,CAN
113568,Portugal,POR
113569,Portugal,POR
113570,Portugal,POR
113571,Portugal,POR
113572,Portugal,POR
113573,Brazil,BRA
113574,Brazil,BRA
113575,Portugal,POR
113576,Portugal,POR
113577,Portugal,POR
113578,Brazil,BRA
113579,Brazil,BRA
113580,Brazil,BRA
113581,Brazil,BRA
113582,Brazil,BRA
113583,Brazil,BRA
113584,Brazil,BRA
113585,Brazil,BRA
113586,Mauritius,MRI
113587,France,FRA
113588,New Zealand,NZL
113589,Venezuela,VEN
113590,Philippines,PHI
113591,Philippines,PHI
113592,Spain,ESP
113593,Spain,ESP
113594,Colombia,COL
113595,Spain,ESP
113596,Venezuela,VEN
113597,Mexico,MEX
113598,Cuba,CUB
113599,Venezuela,VEN
113600,Venezuela,VEN
113601,Mexico,MEX
113602,United States,USA
113603,Mexico,MEX
113604,Uruguay,URU
113605,Portugal,POR
113606,Portugal,POR
113607,Portugal,POR
113608,Brazil,BRA
113609,Brazil,BRA
113610,Brazil,BRA
113611,Brazil,BRA
113612,Brazil,BRA
113613,Brazil,BRA
113614,Brazil,BRA
113615,France,FRA
113616,United States,USA
113617,Switzerland,SUI
113618,Switzerland,SUI
113619,Canada,CAN
113620,Canada,CAN
113621,Venezuela,VEN
113622,Italy,ITA
113623,Italy,ITA
113624,Italy,ITA
113625,Portugal,POR
113626,Cuba,CUB
113627,Cuba,CUB
113628,Cuba,CUB
113629,Cuba,CUB
113630,Cuba,CUB
113631,Cuba,CUB
113632,Cuba,CUB
113633,Colombia,COL
113634,Venezuela,VEN
113635,Mauritius,MRI
113636,Great Britain,GBR
113637,Great Britain,GBR
113638,Switzerland,SUI
113639,Switzerland,SUI
113640,Guatemala,GUA
113641,Guatemala,GUA
113642,Guatemala,GUA
113643,Guatemala,GUA
113644,Guatemala,GUA
113645,New Zealand,NZL
113646,Germany,GER
113647,Georgia,GEO
113648,Italy,ITA
113649,Italy,ITA
113650,Italy,ITA
113651,France,FRA
113652,France,FRA
113653,France,FRA
113654,France,FRA
113655,France,FRA
113656,Monaco,MON
113657,Monaco,MON
113658,Monaco,MON
113659,Monaco,MON
113660,Hungary,HUN
113661,Australia,AUS
113662,Germany,GER
113663,Great Britain,GBR
113664,New Zealand,NZL
113665,New Zealand,NZL
113666,Australia,AUS
113667,Australia,AUS
113668,Australia,AUS
113669,Greece,GRE
113670,Greece,GRE
113671,Jamaica,JAM
113672,Jamaica,JAM
113673,Jamaica,JAM
113674,Jamaica,JAM
113675,Jamaica,JAM
113676,United States,USA
113677,United States,USA
113678,United States,USA
113679,United States,USA
113680,United States,USA
113681,Canada,CAN
113682,Canada,CAN
113683,United States,USA
113684,United States,USA
113685,United States,USA
113686,United States,USA
113687,United States,USA
113688,United States,USA
113689,United States,USA
113690,United States,USA
113691,Great Britain,GBR
113692,Antigua and Barbuda,ANT
113693,Australia,AUS
113694,Australia,AUS
113695,Great Britain-1,GBR
113696,United States,USA
113697,United States,USA
113698,Great Britain,GBR
113699,Great Britain,GBR
113700,Great Britain,GBR
113701,Great Britain,GBR
113702,Canada,CAN
113703,United States,USA
113704,United States,USA
113705,Great Britain,GBR
113706,Costa Rica,CRC
113707,United States,USA
113708,Australia,AUS
113709,United States,USA
113710,United States,USA
113711,United States,USA
113712,Canada,CAN
113713,Canada,CAN
113714,Canada,CAN
113715,Australia,AUS
113716,Australia,AUS
113717,Cuba,CUB
113718,Cuba,CUB
113719,Cuba,CUB
113720,Great Britain,GBR
113721,Great Britain,GBR
113722,Great Britain,GBR
113723,Great Britain,GBR
113724,Great Britain,GBR
113725,Great Britain,GBR
113726,Canada,CAN
113727,Canada,CAN
113728,Canada,CAN
113729,Canada,CAN
113730,Canada,CAN
113731,Canada,CAN
113732,Barbados,BAR
113733,Barbados,BAR
113734,United States,USA
113735,Great Britain,GBR
113736,Great Britain,GBR
113737,New Zealand,NZL
113738,Great Britain,GBR
113739,Great Britain,GBR
113740,Australia,AUS
113741,Canada,CAN
113742,Canada,CAN
113743,Hungary,HUN
113744,Hungary,HUN
113745,Hungary,HUN
113746,Hungary,HUN
113747,United States,USA
113748,United States,USA
113749,United States,USA
113750,United States,USA
113751,Brazil,BRA
113752,Brazil,BRA
113753,Italy,ITA
113754,Italy,ITA
113755,Italy,ITA
113756,Italy,ITA
113757,Azerbaijan,AZE
113758,Australia,AUS
113759,Netherlands,NED
113760,Canada,CAN
113761,West Germany,FRG
113762,West Germany,FRG
113763,United States,USA
113764,Great Britain,GBR
113765,Sweden,SWE
113766,Sweden,SWE
113767,Sweden,SWE
113768,Sweden,SWE
113769,Poland,POL
113770,Brazil,BRA
113771,Brazil,BRA
113772,Brazil,BRA
113773,Brazil,BRA
113774,Portugal,POR
113775,Austria,AUT
113776,Austria,AUT
113777,Austria,AUT
113778,Dominican Republic,DOM
113779,France,FRA
113780,Belgium,BEL
113781,Belgium,BEL
113782,Belgium,BEL
113783,Belgium,BEL
113784,Belgium,BEL
113785,Belgium,BEL
113786,Belgium,BEL
113787,Spain,ESP
113788,Sweden,SWE
113789,Mexico,MEX
113790,United States,USA
113791,United States,USA
113792,Cuba,CUB
113793,Cuba,CUB
113794,Canada,CAN
113795,East Germany,GDR
113796,Germany,GER
113797,Belgium,BEL
113798,Sweden,SWE
113799,Sweden,SWE
113800,Sweden,SWE
113801,Sweden,SWE
113802,Sweden,SWE
113803,Sweden,SWE
113804,Sweden,SWE
113805,Sweden,SWE
113806,Sweden,SWE
113807,Poland,POL
113808,Ghana,GHA
113809,Ghana,GHA
113810,Netherlands Antilles,AHO
113811,Norway,NOR
113812,Norway,NOR
113813,Norway,NOR
113814,Norway,NOR
113815,Spain,ESP
113816,Great Britain,GBR
113817,Great Britain,GBR
113818,Spain,ESP
113819,Posillipo III,ESP
113820,Switzerland,SUI
113821,Switzerland,SUI
113822,Switzerland,SUI
113823,Switzerland,SUI
113824,Switzerland,SUI
113825,Switzerland,SUI
113826,Switzerland,SUI
113827,Switzerland,SUI
113828,Switzerland,SUI
113829,Switzerland,SUI
113830,Switzerland,SUI
113831,Switzerland-2,SUI
113832,Switzerland-1,SUI
113833,Guyana,GUY
113834,Spain,ESP
113835,Spain,ESP
113836,Yugoslavia,YUG
113837,France,FRA
113838,France,FRA
113839,Slovakia,SVK
113840,Slovakia,SVK
113841,Slovakia,SVK
113842,Slovakia,SVK
113843,Slovakia,SVK
113844,Spain,ESP
113845,Argentina,ARG
113846,Spain,ESP
113847,Spain,ESP
113848,United States,USA
113849,West Germany,FRG
113850,West Germany,FRG
113851,Slovakia,SVK
113852,Slovakia,SVK
113853,Spain,ESP
113854,Guam,GUM
113855,Australia,AUS
113856,United States,USA
113857,Canada,CAN
113858,Canada,CAN
113859,Australia,AUS
113860,Australia,AUS
113861,Spain,ESP
113862,Canada,CAN
113863,France,FRA
113864,France,FRA
113865,United States,USA
113866,United States,USA
113867,United States,USA
113868,United States,USA
113869,Canada,CAN
113870,Canada,CAN
113871,Canada,CAN
113872,United States-2,USA
113873,United States-2,USA
113874,United States-2,USA
113875,United States-2,USA
113876,Canada,CAN
113877,Canada,CAN
113878,United States,USA
113879,United States,USA
113880,Denmark,DEN
113881,Denmark,DEN
113882,Denmark,DEN
113883,Denmark,DEN
113884,Spain,ESP
113885,Spain,ESP
113886,United States,USA
113887,France,FRA
113888,France,FRA
113889,Argentina,ARG
113890,Australia,AUS
113891,Croatia,CRO
113892,Croatia,CRO
113893,Ireland,IRL
113894,Ireland,IRL
113895,Spain,ESP
113896,Spain,ESP
113897,France,FRA
113898,France,FRA
113899,Spain,ESP
113900,Spain,ESP
113901,Australia,AUS
113902,Australia,AUS
113903,Great Britain,GBR
113904,Great Britain,GBR
113905,Great Britain,GBR
113906,Great Britain,GBR
113907,Spain,ESP
113908,Spain,ESP
113909,Spain,ESP
113910,Australia,AUS
113911,Mexico,MEX
113912,Spain,ESP
113913,Spain,ESP
113914,Canada,CAN
113915,Australia,AUS
113916,Australia,AUS
113917,Italy,ITA
113918,Italy,ITA
113919,Italy,ITA
113920,Italy,ITA
113921,Italy,ITA
113922,Great Britain,GBR
113923,Great Britain,GBR
113924,Spain,ESP
113925,Spain,ESP
113926,Spain,ESP
113927,New Zealand,NZL
113928,United States,USA
113929,France,FRA
113930,France,FRA
113931,Canada,CAN
113932,United States,USA
113933,United States,USA
113934,United States,USA
113935,United States,USA
113936,Spain,ESP
113937,Spain,ESP
113938,Spain,ESP
113939,Spain,ESP
113940,Canada,CAN
113941,Canada,CAN
113942,United States,USA
113943,United States,USA
113944,United States,USA
113945,United States,USA
113946,Tanzania,TAN
113947,Tanzania,TAN
113948,Great Britain,GBR
113949,Great Britain,GBR
113950,Great Britain,GBR
113951,Great Britain,GBR
113952,Great Britain,GBR
113953,Great Britain,GBR
113954,Great Britain,GBR
113955,Great Britain,GBR
113956,Great Britain,GBR
113957,Great Britain,GBR
113958,Switzerland,SUI
113959,Spain,ESP
113960,Spain,ESP
113961,Spain,ESP
113962,Spain,ESP
113963,Spain,ESP
113964,United States,USA
113965,Spain,ESP
113966,Spain,ESP
113967,Spain,ESP
113968,Spain,ESP
113969,Spain,ESP
113970,Spain,ESP
113971,Spain,ESP
113972,Spain,ESP
113973,Australia,AUS
113974,Australia,AUS
113975,Australia,AUS
113976,Australia,AUS
113977,Great Britain,GBR
113978,Great Britain,GBR
113979,Cuba,CUB
113980,Benin,BEN
113981,United States,USA
113982,Switzerland,SUI
113983,Switzerland,SUI
113984,Switzerland,SUI
113985,Switzerland,SUI
113986,Switzerland,SUI
113987,Switzerland,SUI
113988,Switzerland,SUI
113989,Switzerland,SUI
113990,Switzerland,SUI
113991,France,FRA
113992,Australia,AUS
113993,Romania,ROU
113994,Romania,ROU
113995,United States,USA
113996,Great Britain,GBR
113997,Great Britain,GBR
113998,Sweden,SWE
113999,Sweden,SWE
114000,Sweden,SWE
114001,Sweden,SWE
114002,United States,USA
114003,Australia,AUS
114004,Australia,AUS
114005,Jamaica,JAM
114006,Jamaica,JAM
114007,United States,USA
114008,Great Britain,GBR
114009,Great Britain,GBR
114010,Great Britain,GBR
114011,Australia,AUS
114012,Australia,AUS
114013,France,FRA
114014,France,FRA
114015,France,FRA
114016,Canada,CAN
114017,United States,USA
114018,United States,USA
114019,Germany,GER
114020,Germany,GER
114021,Germany,GER
114022,Germany,GER
114023,United States,USA
114024,Australia,AUS
114025,Spain,ESP
114026,Spain,ESP
114027,United States,USA
114028,France,FRA
114029,France,FRA
114030,France,FRA
114031,Great Britain,GBR
114032,Great Britain,GBR
114033,Great Britain,GBR
114034,Great Britain,GBR
114035,Sweden,SWE
114036,Sweden,SWE
114037,Sweden,SWE
114038,Sweden,SWE
114039,Great Britain,GBR
114040,Australia,AUS
114041,Australia,AUS
114042,Australia,AUS
114043,Australia,AUS
114044,Netherlands Antilles,AHO
114045,Netherlands Antilles,AHO
114046,Netherlands Antilles,AHO
114047,Netherlands,NED
114048,Netherlands,NED
114049,Netherlands,NED
114050,Netherlands,NED
114051,Netherlands,NED
114052,Ireland,IRL
114053,Ireland,IRL
114054,Barbados,BAR
114055,Barbados,BAR
114056,Barbados,BAR
114057,Barbados,BAR
114058,Netherlands,NED
114059,Netherlands,NED
114060,Germany,GER
114061,Czechoslovakia,TCH
114062,Czechoslovakia,TCH
114063,Czechoslovakia,TCH
114064,Hungary,HUN
114065,Hungary,HUN
114066,Hungary,HUN
114067,Italy,ITA
114068,Argentina,ARG
114069,Italy,ITA
114070,Italy,ITA
114071,Italy,ITA
114072,Italy,ITA
114073,Italy,ITA
114074,Romania,ROU
114075,Romania,ROU
114076,Romania,ROU
114077,Romania,ROU
114078,Switzerland,SUI
114079,Switzerland,SUI
114080,Switzerland,SUI
114081,Switzerland,SUI
114082,Switzerland,SUI
114083,Switzerland,SUI
114084,Switzerland,SUI
114085,Spain,ESP
114086,El Salvador,ESA
114087,Mexico,MEX
114088,Spain,ESP
114089,Spain,ESP
114090,Belize,BIZ
114091,Mexico,MEX
114092,Mexico,MEX
114093,Cuba,CUB
114094,Cuba,CUB
114095,Cuba,CUB
114096,Mexico,MEX
114097,Mexico,MEX
114098,Cuba,CUB
114099,United States,USA
114100,Cuba,CUB
114101,Mexico,MEX
114102,Cuba,CUB
114103,Cuba,CUB
114104,Paraguay,PAR
114105,Spain,ESP
114106,Spain,ESP
114107,Bolivia,BOL
114108,Spain,ESP
114109,Spain,ESP
114110,Spain,ESP
114111,Spain,ESP
114112,Spain,ESP
114113,Spain,ESP
114114,Spain,ESP
114115,Spain-2,ESP
114116,Spain,ESP
114117,Spain,ESP
114118,Spain,ESP
114119,Spain,ESP
114120,Spain,ESP
114121,Mexico,MEX
114122,El Salvador,ESA
114123,Cuba,CUB
114124,Argentina,ARG
114125,Argentina,ARG
114126,Argentina,ARG
114127,Argentina-1,ARG
114128,Spain,ESP
114129,Honduras,HON
114130,Paraguay,PAR
114131,Spain,ESP
114132,Spain,ESP
114133,Spain,ESP
114134,Spain,ESP
114135,Spain,ESP
114136,Spain,ESP
114137,Cuba,CUB
114138,Cuba,CUB
114139,Cuba,CUB
114140,Spain,ESP
114141,Mexico,MEX
114142,Mexico,MEX
114143,Puerto Rico,PUR
114144,Argentina,ARG
114145,Mexico,MEX
114146,Mexico,MEX
114147,Mexico,MEX
114148,Mexico,MEX
114149,Colombia,COL
114150,Mexico,MEX
114151,Colombia,COL
114152,Cuba,CUB
114153,Spain,ESP
114154,Spain,ESP
114155,Cuba,CUB
114156,Argentina,ARG
114157,Spain,ESP
114158,Spain,ESP
114159,Spain,ESP
114160,Mexico,MEX
114161,Spain,ESP
114162,Spain,ESP
114163,Spain,ESP
114164,Spain,ESP
114165,Spain,ESP
114166,Spain,ESP
114167,Spain,ESP
114168,Spain,ESP
114169,Spain,ESP
114170,Spain,ESP
114171,Spain,ESP
114172,Spain,ESP
114173,Spain,ESP
114174,Puerto Rico,PUR
114175,El Salvador,ESA
114176,Spain,ESP
114177,Spain,ESP
114178,Spain,ESP
114179,Mexico,MEX
114180,United States,USA
114181,Spain,ESP
114182,Cuba,CUB
114183,Cuba,CUB
114184,Colombia,COL
114185,Canada,CAN
114186,Mexico,MEX
